epoch	loss	acc	val_loss	val_acc
400	0.000524	0.999928	0.142514	0.976565
401	0.000433	0.999964	0.134039	0.981344
402	0.000520	0.999964	0.144818	0.971785
403	0.000828	0.999855	0.139723	0.976719
404	0.000780	0.999674	0.141771	0.976257
405	0.000492	0.999928	0.132421	0.976565
406	0.000647	0.999819	0.137665	0.976719
407	0.000720	0.999783	0.153961	0.971631
408	0.000510	0.999928	0.128938	0.985816
409	0.000671	0.999783	0.131420	0.981190
410	0.000397	0.999964	0.137816	0.981190
411	0.000734	0.999928	0.144372	0.976411
412	0.000820	0.999819	0.154470	0.981190
413	0.001229	0.999566	0.144523	0.981344
414	0.000872	0.999639	0.154989	0.967314
415	0.001158	0.999711	0.124352	0.986124
416	0.000708	0.999891	0.189892	0.962226
417	0.000636	0.999892	0.159700	0.981344
418	0.000665	0.999855	0.150598	0.976565
419	0.000667	0.999855	0.136095	0.985816
420	0.000461	0.999964	0.142530	0.985661
421	0.000334	1.000000	0.136689	0.981344
422	0.000549	0.999892	0.147096	0.976411
423	0.000504	0.999891	0.133603	0.981344
424	0.000563	0.999928	0.125925	0.985970
425	0.000388	0.999928	0.133980	0.986124
426	0.000535	0.999855	0.130298	0.981036
427	0.000473	0.999928	0.135876	0.976719
428	0.000427	0.999964	0.134005	0.980882
429	0.000597	0.999855	0.134804	0.981344
430	0.000361	0.999964	0.141271	0.981344
431	0.000371	0.999964	0.129993	0.985970
432	0.000334	0.999964	0.157651	0.976257
433	0.000700	0.999819	0.144360	0.985816
434	0.000687	0.999855	0.148643	0.967006
435	0.000872	0.999711	0.156712	0.967160
436	0.000462	0.999964	0.135681	0.976565
437	0.000535	0.999855	0.118911	0.985970
438	0.000512	0.999928	0.146854	0.971631
439	0.000442	0.999928	0.138047	0.976719
440	0.000495	0.999964	0.156639	0.971631
441	0.000417	1.000000	0.149758	0.972094
442	0.000436	0.999855	0.133136	0.981190
443	0.000973	0.999783	0.119388	0.985816
444	0.000598	0.999855	0.119291	0.985816
445	0.000923	0.999819	0.147060	0.967314
446	0.000861	0.999639	0.122385	0.981036
447	0.000686	0.999819	0.136214	0.985661
448	0.000599	0.999891	0.136414	0.976565
449	0.000704	0.999747	0.162928	0.971785
450	0.000502	0.999892	0.132382	0.971940
451	0.000532	0.999855	0.136376	0.985970
452	0.000747	0.999783	0.164188	0.971785
453	0.000335	0.999964	0.130657	0.981499
454	0.000631	0.999855	0.133503	0.985661
455	0.000441	0.999928	0.138652	0.981190
456	0.000458	0.999892	0.138296	0.981190
457	0.000482	0.999928	0.134582	0.980882
458	0.000624	0.999855	0.139252	0.981344
459	0.000510	0.999819	0.136414	0.985970
460	0.000383	0.999964	0.138231	0.976565
461	0.000423	0.999891	0.126180	0.985970
462	0.000804	0.999783	0.127329	0.981344
463	0.000868	0.999819	0.137735	0.976411
464	0.000334	0.999964	0.136558	0.976411
465	0.000395	1.000000	0.133590	0.981036
466	0.000541	0.999928	0.118684	0.985816
467	0.000503	0.999819	0.121872	0.981344
468	0.000871	0.999675	0.124325	0.976411
469	0.000361	1.000000	0.137759	0.976719
470	0.000528	0.999892	0.153242	0.971785
471	0.000354	0.999928	0.167969	0.971940
472	0.000437	0.999928	0.151751	0.976411
473	0.000318	0.999964	0.158962	0.971785
474	0.000441	0.999928	0.165643	0.976411
475	0.000268	1.000000	0.137890	0.981190
476	0.000291	0.999928	0.148454	0.972094
477	0.000753	0.999783	0.157235	0.976411
478	0.000452	0.999928	0.138730	0.976719
479	0.000606	0.999783	0.132352	0.976411
480	0.000555	0.999892	0.135063	0.981344
481	0.000795	0.999783	0.152312	0.971631
482	0.000543	0.999928	0.122083	0.985970
483	0.000539	0.999819	0.134778	0.971940
484	0.000704	0.999819	0.127697	0.985970
485	0.000420	0.999928	0.148260	0.976719
486	0.000602	0.999855	0.130267	0.981190
487	0.000561	0.999819	0.142222	0.976411
488	0.000501	0.999928	0.134116	0.981190
489	0.000617	0.999855	0.137774	0.985816
490	0.000391	0.999928	0.121138	0.985970
491	0.000711	0.999819	0.136355	0.981499
492	0.000677	0.999892	0.133342	0.981190
493	0.000676	0.999819	0.154653	0.976411
494	0.000452	0.999892	0.138541	0.981499
495	0.000550	0.999891	0.125041	0.981344
496	0.000565	0.999819	0.124627	0.985970
497	0.000731	0.999855	0.129297	0.986124
498	0.000688	0.999783	0.136589	0.976873
499	0.000286	1.000000	0.129809	0.985816
